order_id,order_ts,customer_email,country,channel,product_sku,product_name,category,qty,unit_price,revenue,payment_method,status,fulfillment_hrs
ord_000041,2025-01-04 07:05:00,cust170@example.com,UK,organic,p_appa_007,🧥 Jacket,apparel,1,141.83,141.83,google_pay,completed,20.6
ord_000042,2025-01-04 20:16:00,cust346@example.com,BR,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,808.29,808.29,bank_transfer,completed,11.4
ord_000043,2025-01-04 10:36:00,cust042@example.com,JP,paid_search,p_appa_006,👟 Sneakers,apparel,1,76.57,76.57,apple_pay,completed,4.9
ord_000044,2025-01-05 19:25:00,cust319@example.com,JP,organic,p_book_012,📖 Book — Nonfic.,books,1,19.32,19.32,paypal,completed,4.1
ord_000045,2025-01-05 08:22:00,cust124@example.com,CA,paid_search,p_book_012,📖 Book — Nonfic.,books,1,19.54,19.54,apple_pay,completed,14.9
ord_000046,2025-01-05 11:27:00,cust502@example.com,DE,social,p_home_009,🪴 Houseplant,home,1,20.87,20.87,apple_pay,refunded,16.7
ord_000047,2025-01-05 09:17:00,cust607@example.com,FR,organic,p_home_009,🪴 Houseplant,home,1,22.53,22.53,google_pay,refunded,1.5
ord_000048,2025-01-05 15:21:00,cust333@example.com,AU,email,p_home_010,💡 Smart Bulb,home,1,18.0,18.0,apple_pay,refunded,4.9
ord_000049,2025-01-05 22:41:00,cust417@example.com,FR,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,789.91,789.91,credit_card,completed,7.0
ord_000050,2025-01-05 18:27:00,cust596@example.com,CA,organic,p_appa_005,👕 T-shirt,apparel,1,28.6,28.6,google_pay,completed,5.5
ord_000051,2025-01-05 22:17:00,cust123@example.com,NL,direct,p_appa_005,👕 T-shirt,apparel,1,26.03,26.03,bank_transfer,refunded,9.4
ord_000052,2025-01-05 08:35:00,cust370@example.com,AU,social,p_appa_005,👕 T-shirt,apparel,3,29.24,87.72,paypal,cancelled,7.8
ord_000053,2025-01-05 08:16:00,cust491@example.com,FR,organic,p_home_008,🛏 Pillow,home,1,38.33,38.33,credit_card,completed,6.9
ord_000054,2025-01-05 20:38:00,cust153@example.com,NL,social,p_home_008,🛏 Pillow,home,1,42.5,42.5,paypal,refunded,4.2
ord_000055,2025-01-05 10:48:00,cust440@example.com,JP,social,p_appa_007,🧥 Jacket,apparel,1,136.54,136.54,apple_pay,cancelled,4.4
ord_000056,2025-01-05 22:18:00,cust003@example.com,US,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1138.02,1138.02,apple_pay,cancelled,5.5
ord_000057,2025-01-05 13:27:00,cust641@example.com,BR,paid_search,p_home_008,🛏 Pillow,home,1,39.83,39.83,paypal,completed,11.8
ord_000058,2025-01-05 16:44:00,cust767@example.com,UK,direct,p_lapt_003,🎧 Headphones,electronics,1,174.1,174.1,bank_transfer,refunded,6.6
ord_000059,2025-01-05 09:14:00,cust753@example.com,NL,paid_search,p_home_008,🛏 Pillow,home,1,42.29,42.29,credit_card,cancelled,5.8
ord_000060,2025-01-05 12:37:00,cust532@example.com,UK,social,p_appa_005,👕 T-shirt,apparel,1,28.92,28.92,google_pay,completed,47.4
ord_000061,2025-01-05 16:42:00,cust165@example.com,UK,email,p_home_008,🛏 Pillow,home,1,40.5,40.5,bank_transfer,completed,4.2
ord_000062,2025-01-05 07:42:00,cust792@example.com,CA,paid_search,p_home_008,🛏 Pillow,home,1,39.95,39.95,credit_card,completed,6.0
ord_000063,2025-01-05 11:59:00,cust779@example.com,AU,paid_search,p_home_009,🪴 Houseplant,home,1,23.6,23.6,google_pay,completed,3.9
ord_000064,2025-01-06 10:29:00,cust163@example.com,BR,social,p_lapt_001,📱 Smartphone Pro,electronics,3,846.26,2538.78,paypal,completed,6.5
ord_000065,2025-01-06 23:47:00,cust495@example.com,DE,email,p_book_012,📖 Book — Nonfic.,books,1,19.11,19.11,apple_pay,completed,8.0
ord_000066,2025-01-06 22:55:00,cust290@example.com,DE,paid_search,p_appa_006,👟 Sneakers,apparel,2,82.43,164.86,google_pay,completed,30.9
ord_000067,2025-01-06 20:02:00,cust330@example.com,IN,social,p_appa_006,👟 Sneakers,apparel,1,82.9,82.9,google_pay,completed,4.8
ord_000068,2025-01-06 21:06:00,cust038@example.com,CA,email,p_book_011,📚 Book — Fiction,books,1,14.21,14.21,credit_card,cancelled,6.1
ord_000069,2025-01-06 19:41:00,cust481@example.com,BR,email,p_lapt_003,🎧 Headphones,electronics,1,188.7,188.7,bank_transfer,completed,11.0
ord_000070,2025-01-06 14:47:00,cust555@example.com,BR,paid_search,p_appa_006,👟 Sneakers,apparel,1,87.5,87.5,credit_card,cancelled,40.7
ord_000071,2025-01-06 11:15:00,cust030@example.com,CA,paid_search,p_book_012,📖 Book — Nonfic.,books,2,18.32,36.64,paypal,completed,5.3
ord_000072,2025-01-06 14:29:00,cust247@example.com,AU,paid_search,p_lapt_003,🎧 Headphones,electronics,1,195.14,195.14,credit_card,completed,7.3
ord_000073,2025-01-06 19:54:00,cust354@example.com,FR,organic,p_appa_005,👕 T-shirt,apparel,1,26.2,26.2,google_pay,refunded,6.9
ord_000074,2025-01-06 08:58:00,cust675@example.com,NL,social,p_appa_006,👟 Sneakers,apparel,1,88.9,88.9,apple_pay,completed,6.6
ord_000075,2025-01-06 11:40:00,cust257@example.com,BR,email,p_home_010,💡 Smart Bulb,home,1,17.65,17.65,credit_card,completed,14.2
ord_000076,2025-01-06 13:08:00,cust303@example.com,CA,email,p_home_008,🛏 Pillow,home,1,40.71,40.71,apple_pay,refunded,5.4
ord_000077,2025-01-07 10:29:00,cust303@example.com,BR,organic,p_lapt_003,🎧 Headphones,electronics,1,193.77,193.77,paypal,cancelled,10.8
ord_000078,2025-01-07 07:16:00,cust571@example.com,CA,organic,p_book_012,📖 Book — Nonfic.,books,1,18.18,18.18,apple_pay,cancelled,3.8
ord_000079,2025-01-07 07:39:00,cust381@example.com,CA,organic,p_book_012,📖 Book — Nonfic.,books,1,18.74,18.74,bank_transfer,completed,4.4
ord_000080,2025-01-07 08:02:00,cust310@example.com,AU,direct,p_book_011,📚 Book — Fiction,books,1,14.59,14.59,credit_card,completed,8.8
ord_000081,2025-01-07 11:56:00,cust687@example.com,UK,social,p_lapt_004,⌚ Smartwatch,electronics,2,303.75,607.5,google_pay,refunded,8.2
ord_000082,2025-01-07 18:06:00,cust223@example.com,IN,paid_search,p_appa_007,🧥 Jacket,apparel,2,132.9,265.8,apple_pay,completed,2.3
ord_000083,2025-01-07 07:03:00,cust466@example.com,IN,organic,p_appa_007,🧥 Jacket,apparel,1,148.29,148.29,paypal,refunded,4.3
ord_000084,2025-01-08 11:50:00,cust222@example.com,NL,organic,p_lapt_004,⌚ Smartwatch,electronics,1,336.71,336.71,paypal,completed,11.2
ord_000085,2025-01-08 14:37:00,cust027@example.com,IN,organic,p_home_009,🪴 Houseplant,home,1,21.47,21.47,apple_pay,completed,4.1
ord_000086,2025-01-08 10:28:00,cust488@example.com,CA,organic,p_lapt_003,🎧 Headphones,electronics,1,184.85,184.85,bank_transfer,completed,6.8
ord_000087,2025-01-08 22:54:00,cust470@example.com,UK,paid_search,p_book_012,📖 Book — Nonfic.,books,1,19.59,19.59,credit_card,completed,8.6
ord_000088,2025-01-08 17:24:00,cust623@example.com,NL,paid_search,p_book_012,📖 Book — Nonfic.,books,2,17.21,34.42,google_pay,refunded,4.9
ord_000089,2025-01-08 13:27:00,cust671@example.com,FR,email,p_home_010,💡 Smart Bulb,home,1,19.37,19.37,google_pay,completed,14.5
ord_000090,2025-01-08 11:43:00,cust321@example.com,FR,organic,p_home_008,🛏 Pillow,home,1,43.17,43.17,credit_card,completed,9.7
ord_000091,2025-01-08 20:22:00,cust570@example.com,UK,email,p_appa_007,🧥 Jacket,apparel,1,143.16,143.16,credit_card,completed,9.0
ord_000092,2025-01-08 10:22:00,cust159@example.com,CA,paid_search,p_home_010,💡 Smart Bulb,home,1,17.3,17.3,apple_pay,refunded,9.1
ord_000093,2025-01-08 07:38:00,cust637@example.com,AU,organic,p_lapt_004,⌚ Smartwatch,electronics,1,340.89,340.89,apple_pay,cancelled,10.2
ord_000094,2025-01-09 21:21:00,cust411@example.com,DE,paid_search,p_appa_006,👟 Sneakers,apparel,1,87.26,87.26,apple_pay,refunded,7.8
ord_000095,2025-01-09 21:26:00,cust633@example.com,AU,organic,p_home_010,💡 Smart Bulb,home,1,17.15,17.15,bank_transfer,completed,6.7
ord_000096,2025-01-09 14:25:00,cust499@example.com,NL,organic,p_appa_006,👟 Sneakers,apparel,1,79.43,79.43,paypal,completed,7.7
ord_000097,2025-01-09 14:32:00,cust123@example.com,CA,email,p_lapt_004,⌚ Smartwatch,electronics,1,336.65,336.65,apple_pay,completed,4.3
ord_000098,2025-01-09 20:18:00,,BR,paid_search,p_appa_007,🧥 Jacket,apparel,2,127.6,255.2,apple_pay,completed,8.9
ord_000099,2025-01-09 19:33:00,cust448@example.com,BR,paid_search,p_home_010,💡 Smart Bulb,home,1,19.06,19.06,apple_pay,cancelled,11.8
ord_000100,2025-01-09 18:22:00,cust649@example.com,DE,organic,p_appa_006,👟 Sneakers,apparel,1,86.05,86.05,paypal,completed,3.3
ord_000101,2025-01-09 21:43:00,cust078@example.com,NL,social,p_lapt_004,⌚ Smartwatch,electronics,1,304.65,304.65,bank_transfer,completed,7.2
ord_000102,2025-01-09 08:22:00,cust647@example.com,CA,organic,p_book_011,📚 Book — Fiction,books,1,13.73,13.73,google_pay,completed,5.6
ord_000103,2025-01-09 21:37:00,cust093@example.com,CA,direct,p_lapt_001,📱 Smartphone Pro,electronics,1,876.3,876.3,credit_card,completed,9.4
ord_000104,2025-01-10 17:45:00,cust155@example.com,BR,paid_search,p_home_010,💡 Smart Bulb,home,1,17.96,17.96,paypal,completed,17.4
ord_000105,2025-01-10 16:24:00,cust625@example.com,UK,social,p_lapt_004,⌚ Smartwatch,electronics,1,348.53,348.53,bank_transfer,completed,4.2
ord_000106,2025-01-10 11:21:00,cust695@example.com,BR,paid_search,p_book_011,📚 Book — Fiction,books,1,12.89,12.89,paypal,completed,6.3
ord_000107,2025-01-11 17:52:00,cust318@example.com,DE,social,p_book_011,📚 Book — Fiction,books,1,14.08,14.08,bank_transfer,completed,8.8
ord_000108,2025-01-11 13:14:00,,DE,organic,p_book_011,📚 Book — Fiction,books,1,13.88,13.88,apple_pay,completed,3.7
ord_000109,2025-01-11 11:38:00,cust039@example.com,UK,organic,p_home_009,🪴 Houseplant,home,1,23.89,23.89,paypal,cancelled,28.5
ord_000110,2025-01-11 21:39:00,cust421@example.com,AU,social,p_home_010,💡 Smart Bulb,home,1,17.49,17.49,google_pay,completed,4.5
ord_000111,2025-01-11 16:49:00,cust199@example.com,UK,paid_search,p_home_009,🪴 Houseplant,home,1,24.37,24.37,google_pay,completed,18.7
ord_000112,2025-01-11 10:45:00,cust657@example.com,CA,email,p_lapt_004,⌚ Smartwatch,electronics,1,303.9,303.9,apple_pay,completed,7.2
ord_000113,2025-01-11 19:32:00,cust448@example.com,IN,organic,p_lapt_003,🎧 Headphones,electronics,1,196.17,196.17,credit_card,completed,15.8
ord_000114,2025-01-11 08:18:00,cust666@example.com,FR,social,p_lapt_004,⌚ Smartwatch,electronics,1,345.38,345.38,paypal,cancelled,6.1
ord_000115,2025-01-11 23:27:00,cust263@example.com,BR,social,p_home_008,🛏 Pillow,home,1,38.29,38.29,paypal,completed,5.2
ord_000116,2025-01-11 23:36:00,cust469@example.com,JP,social,p_lapt_002,"💻 Laptop 14""",electronics,1,1185.95,1185.95,apple_pay,completed,7.4
ord_000117,2025-01-11 18:04:00,cust681@example.com,CA,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,796.59,796.59,bank_transfer,refunded,10.6
ord_000118,2025-01-11 10:49:00,cust383@example.com,NL,social,p_lapt_001,📱 Smartphone Pro,electronics,1,827.55,827.55,apple_pay,completed,11.6
ord_000119,2025-01-11 11:04:00,cust798@example.com,FR,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,809.8,809.8,paypal,completed,7.2
ord_000120,2025-01-11 13:18:00,cust408@example.com,IN,email,p_lapt_004,⌚ Smartwatch,electronics,2,313.17,626.34,credit_card,cancelled,2.6
ord_000121,2025-01-11 23:17:00,cust410@example.com,BR,social,p_appa_006,👟 Sneakers,apparel,1,86.32,86.32,credit_card,completed,7.3
ord_000122,2025-01-11 20:10:00,cust106@example.com,FR,paid_search,p_home_010,💡 Smart Bulb,home,3,17.53,52.59,credit_card,cancelled,4.5
ord_000123,2025-01-12 18:32:00,cust059@example.com,DE,direct,p_appa_006,👟 Sneakers,apparel,1,81.46,81.46,paypal,refunded,2.2
ord_000124,2025-01-12 08:38:00,cust798@example.com,DE,social,p_book_011,📚 Book — Fiction,books,1,12.82,12.82,apple_pay,completed,9.3
ord_000125,2025-01-12 10:01:00,cust408@example.com,DE,paid_search,p_home_008,🛏 Pillow,home,1,42.12,42.12,google_pay,refunded,5.7
ord_000126,2025-01-12 09:28:00,cust627@example.com,DE,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1154.87,1154.87,google_pay,completed,7.3
ord_000127,2025-01-12 16:54:00,cust727@example.com,DE,social,p_book_011,📚 Book — Fiction,books,3,14.96,44.88,paypal,completed,2.8
ord_000128,2025-01-12 11:39:00,cust243@example.com,BR,organic,p_home_009,🪴 Houseplant,home,1,24.45,24.45,google_pay,cancelled,8.1
ord_000129,2025-01-12 23:22:00,cust589@example.com,DE,email,p_book_012,📖 Book — Nonfic.,books,1,18.22,18.22,bank_transfer,cancelled,9.6
ord_000130,2025-01-12 16:10:00,cust057@example.com,DE,organic,p_home_010,💡 Smart Bulb,home,1,19.89,19.89,paypal,completed,15.0
ord_000131,2025-01-12 16:39:00,cust651@example.com,CA,organic,p_home_009,🪴 Houseplant,home,2,23.93,47.86,paypal,refunded,14.1
ord_000132,2025-01-12 13:49:00,cust620@example.com,NL,paid_search,p_home_010,💡 Smart Bulb,home,1,18.97,18.97,credit_card,completed,10.8
ord_000133,2025-01-12 16:29:00,cust251@example.com,BR,social,p_book_011,📚 Book — Fiction,books,1,14.18,14.18,paypal,completed,20.0
ord_000134,2025-01-12 18:25:00,cust321@example.com,DE,social,p_appa_007,🧥 Jacket,apparel,1,131.21,131.21,bank_transfer,refunded,12.8
ord_000135,2025-01-12 23:29:00,cust254@example.com,FR,email,p_lapt_002,"💻 Laptop 14""",electronics,1,1195.04,1195.04,google_pay,completed,5.1
ord_000136,2025-01-12 16:31:00,cust221@example.com,NL,email,p_lapt_002,"💻 Laptop 14""",electronics,2,1202.64,2405.28,google_pay,completed,8.1
ord_000137,2025-01-12 18:02:00,cust271@example.com,UK,organic,p_home_009,🪴 Houseplant,home,1,21.22,21.22,bank_transfer,completed,19.9
ord_000138,2025-01-12 10:08:00,cust783@example.com,BR,paid_search,p_appa_006,👟 Sneakers,apparel,1,76.63,76.63,apple_pay,refunded,9.9
ord_000139,2025-01-12 23:29:00,cust513@example.com,DE,social,p_appa_006,👟 Sneakers,apparel,1,78.31,78.31,bank_transfer,completed,22.7
ord_000140,2025-01-12 17:32:00,cust632@example.com,CA,paid_search,p_appa_006,👟 Sneakers,apparel,2,79.9,159.8,bank_transfer,completed,10.5
ord_000141,2025-01-12 07:38:00,cust427@example.com,FR,organic,p_home_008,🛏 Pillow,home,1,40.74,40.74,bank_transfer,refunded,11.3
ord_000142,2025-01-12 19:09:00,cust645@example.com,JP,organic,p_lapt_004,⌚ Smartwatch,electronics,1,327.2,327.2,credit_card,completed,20.3
ord_000143,2025-01-12 22:55:00,cust209@example.com,US,social,p_lapt_001,📱 Smartphone Pro,electronics,1,820.62,820.62,bank_transfer,completed,4.9
ord_000144,2025-01-12 17:34:00,cust322@example.com,IN,social,p_home_009,🪴 Houseplant,home,1,23.26,23.26,apple_pay,refunded,17.6
ord_000145,2025-01-13 22:20:00,cust305@example.com,FR,organic,p_appa_005,👕 T-shirt,apparel,1,26.5,26.5,apple_pay,completed,19.0
ord_000146,2025-01-13 16:45:00,cust405@example.com,BR,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1209.99,1209.99,google_pay,cancelled,11.5
ord_000147,2025-01-14 14:15:00,cust278@example.com,US,social,p_appa_005,👕 T-shirt,apparel,1,26.45,26.45,bank_transfer,completed,2.8
ord_000148,2025-01-14 22:30:00,cust484@example.com,JP,social,p_book_011,📚 Book — Fiction,books,1,12.97,12.97,apple_pay,completed,15.6
ord_000149,2025-01-14 08:58:00,cust588@example.com,DE,paid_search,p_appa_005,👕 T-shirt,apparel,1,29.58,29.58,paypal,completed,2.6
ord_000150,2025-01-14 17:18:00,cust297@example.com,FR,direct,p_appa_007,🧥 Jacket,apparel,1,130.81,130.81,bank_transfer,refunded,8.0
ord_000151,2025-01-14 12:46:00,cust280@example.com,FR,social,p_home_008,🛏 Pillow,home,2,39.16,78.32,paypal,completed,5.2
ord_000152,2025-01-14 10:11:00,cust198@example.com,DE,paid_search,p_book_012,📖 Book — Nonfic.,books,1,17.88,17.88,paypal,completed,7.5
ord_000153,2025-01-14 07:16:00,cust338@example.com,IN,social,p_appa_005,👕 T-shirt,apparel,1,27.5,27.5,credit_card,cancelled,3.5
ord_000154,2025-01-14 16:23:00,cust721@example.com,NL,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1135.27,1135.27,paypal,completed,18.1
ord_000155,2025-01-14 13:48:00,cust719@example.com,JP,social,p_lapt_003,🎧 Headphones,electronics,1,198.67,198.67,bank_transfer,completed,8.1
ord_000156,2025-01-14 11:10:00,cust578@example.com,IN,email,p_home_009,🪴 Houseplant,home,1,23.41,23.41,google_pay,completed,12.4
ord_000157,2025-01-15 08:35:00,cust465@example.com,FR,social,p_home_008,🛏 Pillow,home,1,41.7,41.7,apple_pay,cancelled,3.9
ord_000158,2025-01-15 09:34:00,cust593@example.com,US,direct,p_lapt_001,📱 Smartphone Pro,electronics,1,874.25,874.25,credit_card,completed,3.4
ord_000159,2025-01-15 19:24:00,cust657@example.com,BR,social,p_lapt_001,📱 Smartphone Pro,electronics,1,788.42,788.42,bank_transfer,completed,2.9
ord_000160,2025-01-15 14:53:00,cust403@example.com,US,social,p_book_011,📚 Book — Fiction,books,2,13.01,26.02,apple_pay,completed,8.2
ord_000161,2025-01-15 15:12:00,cust236@example.com,BR,organic,p_book_011,📚 Book — Fiction,books,1,13.7,13.7,google_pay,refunded,5.0
ord_000162,2025-01-15 08:15:00,cust458@example.com,US,paid_search,p_lapt_001,📱 Smartphone Pro,electronics,1,773.22,773.22,paypal,refunded,10.4
ord_000163,2025-01-15 17:15:00,cust297@example.com,AU,email,p_lapt_004,⌚ Smartwatch,electronics,1,337.28,337.28,bank_transfer,completed,8.9
ord_000164,2025-01-15 20:35:00,cust753@example.com,FR,organic,p_appa_007,🧥 Jacket,apparel,1,128.01,128.01,apple_pay,cancelled,22.9
ord_000165,2025-01-16 22:15:00,cust419@example.com,JP,organic,p_book_011,📚 Book — Fiction,books,1,13.92,13.92,paypal,completed,4.1
ord_000166,2025-01-16 17:41:00,cust138@example.com,BR,direct,p_lapt_001,📱 Smartphone Pro,electronics,1,894.66,894.66,apple_pay,completed,6.3
ord_000167,2025-01-16 09:12:00,cust690@example.com,NL,social,p_home_009,🪴 Houseplant,home,1,21.53,21.53,bank_transfer,completed,8.3
ord_000168,2025-01-16 10:47:00,cust016@example.com,FR,email,p_home_008,🛏 Pillow,home,1,44.37,44.37,bank_transfer,cancelled,5.1
ord_000169,2025-01-16 18:19:00,cust290@example.com,AU,paid_search,p_lapt_004,⌚ Smartwatch,electronics,1,309.18,309.18,google_pay,completed,5.7
ord_000170,2025-01-17 14:47:00,cust321@example.com,DE,organic,p_home_008,🛏 Pillow,home,1,40.41,40.41,bank_transfer,refunded,6.0
ord_000171,2025-01-17 22:35:00,cust236@example.com,IN,organic,p_home_010,💡 Smart Bulb,home,1,17.88,17.88,google_pay,cancelled,3.5
ord_000172,2025-01-17 22:11:00,cust361@example.com,CA,direct,p_book_011,📚 Book — Fiction,books,1,13.78,13.78,credit_card,refunded,2.2
ord_000173,2025-01-17 14:04:00,cust050@example.com,DE,organic,p_lapt_001,📱 Smartphone Pro,electronics,1,774.17,774.17,bank_transfer,completed,11.7
ord_000174,2025-01-17 07:33:00,cust495@example.com,AU,paid_search,p_appa_006,👟 Sneakers,apparel,1,84.16,84.16,apple_pay,completed,7.8
ord_000175,2025-01-17 23:16:00,cust184@example.com,IN,organic,p_home_009,🪴 Houseplant,home,1,23.3,23.3,google_pay,completed,4.7
ord_000176,2025-01-17 09:41:00,cust714@example.com,US,organic,p_appa_006,👟 Sneakers,apparel,3,81.78,245.34,google_pay,completed,3.0
ord_000177,2025-01-17 17:36:00,cust085@example.com,BR,email,p_home_009,🪴 Houseplant,home,1,23.17,23.17,credit_card,completed,7.4
ord_000178,2025-01-17 17:01:00,cust278@example.com,JP,paid_search,p_lapt_004,⌚ Smartwatch,electronics,2,332.89,665.78,google_pay,completed,7.9
ord_000179,2025-01-17 19:48:00,cust399@example.com,DE,social,p_appa_005,👕 T-shirt,apparel,1,26.57,26.57,credit_card,refunded,11.0
ord_000180,2025-01-17 19:49:00,cust078@example.com,IN,organic,p_book_012,📖 Book — Nonfic.,books,3,17.15,51.45,apple_pay,completed,3.6
ord_000181,2025-01-17 09:49:00,cust191@example.com,NL,organic,p_home_008,🛏 Pillow,home,1,41.98,41.98,paypal,cancelled,12.7
ord_000182,2025-01-17 18:06:00,cust650@example.com,BR,organic,p_lapt_002,"💻 Laptop 14""",electronics,1,1134.2,1134.2,apple_pay,completed,4.1
